fecha,marca,local,canal,id_orden,estado_orden,subtotal,impuesto,descuento
2023-11-01 15:14:05,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777155667,Entregado,"26,4","2,4",0
2023-11-01 15:13:26,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,0B43D,Entregado,"39,8",0,"-13,9"
2023-11-01 15:09:28,Umbrella SH,EMEA - SP - MAD - Salamanca,justeat,138541920,Entregado,"13,2",0,0
2023-11-01 15:09:28,Umbrella SH,EMEA - SP - MAD - Salamanca,justeat,138544322,Entregado,"14,4",0,0
2023-11-01 15:08:39,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,0D0F8,Entregado,"14,7",0,0
2023-11-01 15:08:18,Umbrella SH,EMEA - SP - MAD - Tetuan,glovo,MYR5W7AN,Entregado,"29,5",0,0
2023-11-01 15:08:10,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,B84D5,Entregado,"31,8",0,"-13,9"
2023-11-01 15:07:50,Umbrella SH,Umbrella SH - Calle Linares,ubereats,6C468,Entregado,"31,8",0,"-13,9"
2023-11-01 15:06:13,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777149972,Entregado,"25,6","2,68",0
2023-11-01 15:06:06,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777151164,Entregado,"31,4","2,85",0
2023-11-01 15:01:44,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,FCDAE,Entregado,"17,2",0,0
2023-11-01 15:00:58,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,1A1D8,Cancelado,"12,6",0,0
2023-11-01 15:00:56,Tepuy Basics,Goleta,glovo,AVVXTDBH,Entregado,35,0,0
2023-11-01 15:00:15,Tepuy Burger,Tepuy Burger - Rodolfo Salazar,glovo,ATPKSZYJ,Entregado,"13,5",0,0
2023-11-01 15:00:02,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,42848,Entregado,"40,8",0,"-13,9"
2023-11-01 14:58:42,Umbrella SH,Goleta,ubereats,21EAC,Entregado,"40,4",0,"-13,9"
2023-11-01 14:56:42,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,BA134,Entregado,"36,6",0,"-13,9"
2023-11-01 14:56:39,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,83AFB,Entregado,"34,8",0,"-13,9"
2023-11-01 14:52:06,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,67912,Entregado,"42,8",0,"-13,9"
2023-11-01 14:48:33,Umbrella SH,Umbrella SH - Calle Linares,ubereats,17349,Entregado,"23,7",0,0
2023-11-01 14:46:33,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,5E0B2,Entregado,"54,1",0,"-13,9"
2023-11-01 14:46:29,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777143503,Entregado,"43,1","4,21",0
2023-11-01 14:45:50,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,39120,Entregado,"39,4",0,"-13,9"
2023-11-01 14:44:47,Umbrella SH,Umbrella SH - Calle Linares,ubereats,B18F8,Entregado,"19,2",0,0
2023-11-01 14:43:58,Umbrella SH,Umbrella SH - Calle Linares,ubereats,474CF,Entregado,"52,7",0,"-13,9"
2023-11-01 14:43:02,Umbrella SH,Umbrella SH - Calle Linares,ubereats,77C6E,Entregado,"36,1",0,0
2023-11-01 14:38:45,Umbrella SH,Umbrella SH - Calle Linares,ubereats,76F96,Entregado,37,0,"-13,9"
2023-11-01 14:37:51,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,3F419,Entregado,"39,8",0,"-13,9"
2023-11-01 14:37:43,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,105BE,Entregado,"18,5",0,0
2023-11-01 14:37:07,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,7CA92,Entregado,50,0,"-13,9"
2023-11-01 14:35:52,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,CA132,Entregado,"15,9",0,0
2023-11-01 14:35:47,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,9D51B,Entregado,"27,2",0,0
2023-11-01 14:35:34,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,9E9A9,Entregado,"31,4",0,"-13,9"
2023-11-01 14:35:24,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,7A86E,Entregado,"19,6",0,0
2023-11-01 14:32:45,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,4583C,Entregado,"47,3",0,"-13,9"
2023-11-01 14:31:25,Umbrella SH,Umbrella SH - San Vicent del Raspeig,gloria-foods,777143870,Entregado,"37,4",0,0
2023-11-01 14:29:54,Umbrella SH,Goleta,gloria-foods,777143634,Entregado,"50,5",0,0
2023-11-01 14:25:59,Tepuy Burger,Tepuy Burger - Rodolfo Salazar,ubereats,E0D4E,Entregado,"107,7",0,0
2023-11-01 14:25:18,Umbrella SH,Umbrella SH - San Vicent del Raspeig,gloria-foods,777142867,Entregado,"11,9",0,0
2023-11-01 14:25:05,Umbrella SH,Goleta,ubereats,ED946,Entregado,"31,8",0,"-13,9"
2023-11-01 14:24:33,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,378C8,Entregado,37,0,"-13,9"
2023-11-01 14:24:23,Umbrella SH,Goleta,ubereats,3090C,Entregado,"57,5",0,"-13,9"
2023-11-01 14:23:45,Umbrella SH,EMEA - SP - MAD - Tetuan,justeat,138536585,Entregado,"31,7",0,"-6,34"
2023-11-01 14:23:42,Tepuy Burger,Tepuy Burger - Rodolfo Salazar,glovo,A3YFPL7T,Entregado,"14,6",0,0
2023-11-01 14:23:33,Umbrella SH,EMEA - SP - MAD - Tetuan,glovo,MLHTHWMM,Entregado,"20,1",0,0
2023-11-01 14:22:54,Umbrella SH,EMEA - SP - MAD - Tetuan,justeat,138535800,Entregado,"53,2",0,0
2023-11-01 14:22:43,Tepuy Burger,Tepuy Burger - Calle Bazan,glovo,A6LFZCL1,Entregado,"39,1",0,0
2023-11-01 14:22:39,Umbrella SH,Umbrella SH - San Vicent del Raspeig,gloria-foods,777139497,Entregado,"31,3",0,0
2023-11-01 14:22:08,Umbrella SH,Tepuy Burger - Benidorm,glovo,BKNQ7EGU,Entregado,"37,8",0,0
2023-11-01 14:21:11,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,DE94F,Entregado,"31,8",0,"-13,9"
2023-11-01 14:20:32,Umbrella SH,Tepuy Burger - Benidorm,glovo,BEQJ12ZU,Entregado,"37,5",0,0
2023-11-01 14:20:05,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,B56EE,Entregado,"62,8",0,"-27,8"
2023-11-01 14:19:53,Umbrella SH,Goleta,gloria-foods,777139545,Entregado,"32,2",0,0
2023-11-01 14:19:02,Umbrella SH,Goleta,gloria-foods,777140197,Entregado,"21,3",0,0
2023-11-01 14:18:30,Tepuy Basics,EMEA - SP - MAD - Salamanca,ubereats,6510C,Entregado,18,0,0
2023-11-01 14:16:31,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,300B9,Entregado,"48,8",0,"-13,9"
2023-11-01 14:15:32,Tepuy Burger,Tepuy Burger - Benidorm,glovo,BED3YQJ3,Entregado,32,0,"-2,5"
2023-11-01 14:14:21,Tepuy Basics,Umbrella SH - San Vicent del Raspeig,ubereats,B4312,Entregado,15,0,0
2023-11-01 14:13:25,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,A3FF6,Entregado,"15,1",0,0
2023-11-01 14:12:28,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,D9E87,Entregado,"15,4",0,0
2023-11-01 14:11:42,Umbrella SH,Goleta,ubereats,733A8,Entregado,"41,1",0,"-13,9"
2023-11-01 14:11:13,Umbrella SH,Goleta,ubereats,B8CD8,Entregado,"31,4",0,"-13,9"
2023-11-01 14:11:08,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,AFC04,Entregado,"31,4",0,"-18,9"
2023-11-01 14:10:56,Umbrella SH,Tepuy Burger - Benidorm,glovo,BEHRFDSD,Entregado,"23,9",0,0
2023-11-01 14:09:10,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,CE174,Entregado,"19,7",0,0
2023-11-01 14:08:43,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,77ACD,Entregado,"38,9",0,"-13,9"
2023-11-01 14:08:03,Umbrella SH,EMEA - SP - MAD - Tetuan,glovo,M873NRRP,Entregado,"11,4",0,0
2023-11-01 14:06:10,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,DFDF2,Entregado,"31,8",0,"-13,9"
2023-11-01 14:04:45,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,29109,Entregado,"43,8",0,"-13,9"
2023-11-01 14:04:30,Tepuy Burger,Tepuy Burger - Benidorm,ubereats,9F89E,Entregado,"15,4",0,0
2023-11-01 14:00:08,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,53CFB,Entregado,"39,8",0,"-13,9"
2023-11-01 14:00:04,Tepuy Burger,Tepuy Burger - Benidorm,glovo,BGAHFNFG,Entregado,"16,9",0,0
2023-11-01 13:58:16,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,943CD,Entregado,79,0,0
2023-11-01 13:57:50,Tepuy Basics,Goleta,glovo,A8XGVZ1M,Entregado,"53,7",0,0
2023-11-01 13:57:49,Umbrella SH,Umbrella SH - Calle Linares,ubereats,DBAE7,Entregado,"31,4",0,"-13,9"
2023-11-01 13:53:27,Umbrella SH,Goleta,ubereats,67B40,Entregado,16,0,0
2023-11-01 13:52:52,Umbrella SH,Umbrella SH - Calle Linares,ubereats,10B9E,Entregado,37,0,"-13,9"
2023-11-01 13:52:47,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,3376A,Entregado,"38,6",0,"-13,9"
2023-11-01 13:50:39,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,5FD1C,Entregado,"38,6",0,"-13,9"
2023-11-01 13:48:54,Tepuy Burger,Tepuy Burger - Rodolfo Salazar,glovo,AZG6NSDP,Entregado,"38,6",0,0
2023-11-01 13:48:04,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,EBB6F,Entregado,"39,8",0,"-13,9"
2023-11-01 13:46:15,Umbrella SH,EMEA - SP - MAD - Tetuan,glovo,M1LGFTDU,Entregado,"14,9",0,0
2023-11-01 13:45:45,Umbrella SH,Umbrella SH - Calle Linares,ubereats,8F63B,Entregado,"27,5",0,0
2023-11-01 13:43:18,Umbrella SH,Goleta,ubereats,2E27F,Entregado,"39,8",0,"-13,9"
2023-11-01 13:41:54,Umbrella SH,Umbrella SH - San Vicent del Raspeig,gloria-foods,777131789,Entregado,"18,4",0,0
2023-11-01 13:37:44,Umbrella SH,Tepuy Burger - Benidorm,glovo,BYRBVXQY,Entregado,"31,5",0,0
2023-11-01 13:36:57,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,62E9E,Entregado,"35,4",0,"-13,9"
2023-11-01 13:36:28,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777130808,Entregado,"54,2","4,95",0
2023-11-01 13:35:55,Umbrella SH,Umbrella SH - Calle Linares,gloria-foods,777129158,Entregado,"46,8","4,27",0
2023-11-01 13:34:31,Tepuy Basics,Goleta,ubereats,99827,Entregado,"40,1",0,0
2023-11-01 13:33:16,Umbrella SH,EMEA - SP - MAD - Tetuan,glovo,MVLJCQMF,Entregado,"15,1",0,"-1,18"
2023-11-01 13:32:55,Umbrella SH,Goleta,gloria-foods,777130021,Entregado,"29,3",0,0
2023-11-01 13:31:12,Umbrella SH,EMEA - SP - MAD - Salamanca,ubereats,9C2EC,Entregado,"39,8",0,"-18,9"
2023-11-01 13:29:22,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,0D6E7,Entregado,"26,7",0,0
2023-11-01 13:25:00,Umbrella SH,Umbrella SH - Calle Linares,ubereats,B4ACB,Entregado,"35,8",0,"-13,9"
2023-11-01 13:23:43,Umbrella SH,Goleta,ubereats,F7D90,Entregado,"24,6",0,0
2023-11-01 13:21:48,Tepuy Basics,Umbrella SH - San Vicent del Raspeig,glovo,AJUUDP6M,Entregado,"19,8",0,0
2023-11-01 13:21:27,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,FEC51,Entregado,"26,5",0,0
2023-11-01 13:17:02,Umbrella SH,Goleta,ubereats,A7313,Entregado,"29,8",0,0
2023-11-01 13:16:20,Tepuy Basics,Umbrella SH - San Vicent del Raspeig,glovo,A5Y6DMMF,Entregado,"17,1",0,0
2023-11-01 13:15:34,Umbrella SH,Umbrella SH - San Vicent del Raspeig,ubereats,B3660,Entregado,"22,8",0,0
2023-11-01 13:10:23,Umbrella SH,Goleta,ubereats,CCC9C,Entregado,"17,2",0,0
2023-11-01 13:09:12,Umbrella SH,Umbrella SH - Calle Linares,ubereats,A736D,Entregado,"42,8",0,"-13,9"
2023-11-01 13:06:39,Umbrella SH,EMEA - SP - MAD - Tetuan,ubereats,6E189,Entregado,"33,3",0,"-13,9"
