"Fecha","Marca","Locación","Canal","ID de la orden","Estado de la orden","Subtotal","Impuesto","Descuentos","Cargos por error en el pedido","Código de moneda"
"2023-10-22 14:25:04","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","D0BAF","Entregado","32,6","1,57","-15,3","0","EUR"
"2023-10-22 14:24:36","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AZSR1WX6","Entregado","37,7","0","-7,34","0","EUR"
"2023-10-22 14:21:11","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AQ1TAPYL","Entregado","38,6","0","0","0","EUR"
"2023-10-22 14:18:16","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","D98F9","Entregado","26,8","1,22","-13,4","0","EUR"
"2023-10-22 14:17:27","Tepuy Basics","Umbrella SH - Calle Linares","glovo","AFYPXUWZ","Entregado","20","0","-3,7","0","EUR"
"2023-10-22 14:16:13","Tepuy Basics","Goleta","glovo","APA1VDER","Entregado","12,6","0","0","0","EUR"
"2023-10-22 14:11:30","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","E6298","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-22 14:11:27","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","1530D","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-22 14:10:02","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","27019","Entregado","34,5","1,92","-13,4","0","EUR"
"2023-10-22 14:09:17","Tepuy Burger","Tepuy Burger - Benidorm","ubereats","FD1BE","Entregado","32,7","1,75","-13,4","-1,9","EUR"
"2023-10-22 14:05:44","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","ABY1CE27","Entregado","18,9","0","0","0","EUR"
"2023-10-22 14:05:37","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","21CDB","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-22 14:04:56","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","ANHSZMLA","Entregado","31,2","0","0","0","EUR"
"2023-10-22 14:02:30","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","87024","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-22 13:57:24","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","A7LEJGEV","Entregado","54,1","0","-5,36","0","EUR"
"2023-10-22 13:56:27","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","EB766","Entregado","65,2","2,97","-32,6","0","EUR"
"2023-10-22 13:56:26","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","480B6","Entregado","42,5","2,47","-15,3","0","EUR"
"2023-10-22 13:55:10","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AMHBHBBT","Entregado","28,9","0","0","0","EUR"
"2023-10-22 13:53:06","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","1F91E","Entregado","34","1,7","-15,3","0","EUR"
"2023-10-22 13:50:57","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","EC9C9","Entregado","43,7","2,49","-16,3","0","EUR"
"2023-10-22 13:48:30","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","1FDE0","Entregado","42,6","2,39","-16,3","0","EUR"
"2023-10-22 13:44:30","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BLRTLKL1","Cancelado","16,5","0","0","0","EUR"
"2023-10-22 13:44:30","Tepuy Burger","Tepuy Burger - Benidorm","glovo","B1LVZHG7","Cancelado","16,5","0","0","0","EUR"
"2023-10-22 13:42:52","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BNH1L9UV","Entregado","37,2","0","0","0","EUR"
"2023-10-22 13:42:52","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BRJFF1JC","Entregado","24,2","0","0","0","EUR"
"2023-10-22 13:33:08","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BJ6AC1LA","Entregado","16,5","0","0","0","EUR"
"2023-10-22 13:32:19","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BJG6A1DZ","Entregado","13,4","0","0","0","EUR"
"2023-10-22 13:30:26","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","23AC1","Entregado","38,5","2,02","-16,3","0","EUR"
"2023-10-22 13:20:53","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","EDE95","Entregado","43,8","2,5","-16,3","0","EUR"
"2023-10-22 13:12:03","Tepuy Basics","Goleta","ubereats","6EB00","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-22 13:11:10","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","83BFF","Entregado","61,2","2,78","-30,6","0","EUR"
"2023-10-22 13:09:33","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","2CFCA","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 23:58:15","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","9ACC3","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 23:52:14","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","D364B","Entregado","36,6","2,11","-13,4","0","EUR"
"2023-10-21 23:22:55","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","21E56","Entregado","61,6","3,16","-26,8","0","EUR"
"2023-10-21 23:20:18","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","D332A","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 23:14:04","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","7C861","Entregado","143,9","7,15","-65,2","0","EUR"
"2023-10-21 23:11:42","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","CA60A","Entregado","72","3,59","-32,6","0","EUR"
"2023-10-21 23:06:38","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","49519","Entregado","63,7","3,01","-30,6","0","EUR"
"2023-10-21 23:03:56","Tepuy Basics","Goleta","ubereats","52C34","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 23:02:16","Tepuy Basics","Umbrella SH - Calle Linares","glovo","AD3K861U","Entregado","12,5","0","0","0","EUR"
"2023-10-21 22:59:36","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","B5748","Entregado","34,2","1,63","-16,3","0","EUR"
"2023-10-21 22:59:05","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","1C70D","Entregado","38","2,06","-15,3","0","EUR"
"2023-10-21 22:56:53","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","52495","Entregado","37,8","1,96","-16,3","0","EUR"
"2023-10-21 22:55:59","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","B5A01","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 22:55:08","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","E480F","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 22:51:41","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","DF5BE","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 22:49:44","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BAAWXDND","Entregado","10,2","0","0","0","EUR"
"2023-10-21 22:49:05","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","3CDBB","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 22:37:32","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BSAGJZL4","Entregado","33,4","0","0","0","EUR"
"2023-10-21 22:37:32","Tepuy Burger","Tepuy Burger - Benidorm","glovo","B43MVHY2","Entregado","29,7","0","0","0","EUR"
"2023-10-21 22:34:42","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","11E69","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 22:34:28","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","A43D5","Entregado","97,8","4,44","-48,9","0","EUR"
"2023-10-21 22:32:55","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","AMXXG59C","Entregado","34,3","0","0","0","EUR"
"2023-10-21 22:30:01","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","65C95","Entregado","37","1,97","-15,3","0","EUR"
"2023-10-21 22:27:53","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","07CEA","Entregado","36,6","1,85","-16,3","0","EUR"
"2023-10-21 22:21:41","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","3ED84","Entregado","41","2,34","-15,3","0","EUR"
"2023-10-21 22:18:32","Tepuy Basics","Goleta","ubereats","B2F6E","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 22:16:41","Tepuy Basics","Umbrella SH - Calle Linares","glovo","APXGB1J1","Entregado","34,5","0","0","0","EUR"
"2023-10-21 22:15:12","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","0DA2B","Entregado","26,8","1,22","-13,4","0","EUR"
"2023-10-21 22:12:54","Tepuy Basics","Goleta","ubereats","EF0C9","Entregado","34","1,7","-15,3","0","EUR"
"2023-10-21 22:12:18","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","D5538","Entregado","36,6","1,85","-16,3","0","EUR"
"2023-10-21 22:11:21","Tepuy Basics","Goleta","ubereats","53BEB","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 22:10:00","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AQLXQF4L","Entregado","11,2","0","0","0","EUR"
"2023-10-21 22:09:21","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","280D8","Entregado","26,8","1,22","-13,4","0","EUR"
"2023-10-21 22:08:45","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","E975E","Entregado","45,3","2,9","-13,4","0","EUR"
"2023-10-21 22:08:33","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","23555","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 22:03:24","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BTLPCH11","Entregado","27,3","0","0","0","EUR"
"2023-10-21 22:03:24","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BFUA1G8U","Entregado","16,2","0","0","0","EUR"
"2023-10-21 22:02:35","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BDPTDZWF","Entregado","15,4","0","0","0","EUR"
"2023-10-21 21:51:02","Tepuy Basics","Goleta","glovo","A9LFKREE","Entregado","31,9","0","0","0","EUR"
"2023-10-21 21:50:11","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AG3ULBVQ","Entregado","41,2","0","0","0","EUR"
"2023-10-21 21:49:45","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","B7815","Entregado","31","1,6","-13,4","-2,2","EUR"
"2023-10-21 21:46:44","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","AEA77","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 21:45:39","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","655F5","Entregado","32,8","2,98","0","0","EUR"
"2023-10-21 21:43:05","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BTSYJTLR","Entregado","11,1","0","0","0","EUR"
"2023-10-21 21:39:17","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","FF73D","Entregado","46,1","2,8","-15,3","0","EUR"
"2023-10-21 21:37:23","Tepuy Burger","Tepuy Burger - Benidorm","ubereats","E3FFF","Entregado","30,8","1,58","-13,4","0","EUR"
"2023-10-21 21:36:57","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","AEE43","Entregado","30,5","1,55","-13,4","0","EUR"
"2023-10-21 21:35:03","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","F8CBA","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 21:33:22","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AZSGRZRK","Entregado","26,9","0","0","0","EUR"
"2023-10-21 21:33:21","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","33A4E","Entregado","26,8","1,22","-13,4","0","EUR"
"2023-10-21 21:32:40","Tepuy Basics","Umbrella SH - Calle Linares","glovo","AML1Z1ZV","Entregado","15,4","0","0","0","EUR"
"2023-10-21 21:27:00","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","18DC7","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 21:26:31","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","6BE69","Entregado","70,9","4,01","-26,8","0","EUR"
"2023-10-21 21:24:47","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","C63EE","Entregado","27,6","1,29","-13,4","0","EUR"
"2023-10-21 21:21:40","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","88764","Entregado","37,8","1,96","-16,3","0","EUR"
"2023-10-21 21:20:55","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","AG8LGJPE","Cancelado","36,9","0","0","0","EUR"
"2023-10-21 21:20:32","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","13793","Entregado","91,2","4,64","-40,2","0","EUR"
"2023-10-21 21:18:52","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","CC51D","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 21:15:46","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","C79D3","Entregado","42,6","2,39","-16,3","0","EUR"
"2023-10-21 21:15:46","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","FE6D4","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 21:14:39","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","246A6","Entregado","33,8","1,68","-15,3","0","EUR"
"2023-10-21 21:12:41","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","C53FD","Entregado","33,8","1,68","-15,3","0","EUR"
"2023-10-21 21:12:12","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BS8ANQYY","Entregado","20,9","0","0","0","EUR"
"2023-10-21 21:11:57","Tepuy Basics","Goleta","ubereats","90781","Entregado","33,3","1,64","-15,3","0","EUR"
"2023-10-21 21:11:05","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","CB4CA","Entregado","59,1","2,93","-26,8","0","EUR"
"2023-10-21 21:08:54","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","ACREFSF1","Entregado","30","0","0","0","EUR"
"2023-10-21 21:07:45","Tepuy Basics","Goleta","glovo","ANAWKVAW","Entregado","27","0","0","0","EUR"
"2023-10-21 21:06:12","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AWSELZYT","Entregado","29,2","0","-14,6","0","EUR"
"2023-10-21 21:02:59","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","2EE69","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 21:02:58","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AWHZHPCB","Entregado","30","0","0","0","EUR"
"2023-10-21 21:01:44","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AJREVE6S","Entregado","36,5","0","0","0","EUR"
"2023-10-21 21:01:36","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","75A74","Entregado","30,8","1,58","-13,4","0","EUR"
"2023-10-21 21:01:20","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","1FF88","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 21:01:12","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","45989","Entregado","50,5","3,11","-16,3","0","EUR"
"2023-10-21 20:59:23","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","CC7F9","Entregado","35,7","2,03","-13,4","0","EUR"
"2023-10-21 20:57:22","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AFJU6D3R","Entregado","42,2","0","0","0","EUR"
"2023-10-21 20:57:06","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","DC011","Entregado","47,4","2,92","-15,3","0","EUR"
"2023-10-21 20:57:04","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","CC369","Entregado","30,8","1,58","-13,4","0","EUR"
"2023-10-21 20:54:36","Tepuy Basics","Goleta","ubereats","4FAA8","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 20:54:20","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BY2FE1W3","Entregado","12,5","0","0","0","EUR"
"2023-10-21 20:53:30","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BLLW8N1K","Entregado","32,9","0","0","0","EUR"
"2023-10-21 20:53:10","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","4244C","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 20:52:10","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","3AA4D","Entregado","34","1,7","-15,3","0","EUR"
"2023-10-21 20:52:02","Tepuy Burger","Tepuy Burger - Benidorm","ubereats","B5E56","Entregado","33,8","1,85","-13,4","0","EUR"
"2023-10-21 20:51:08","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","27B15","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 20:50:09","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AVL4RAGU","Entregado","24,8","0","0","0","EUR"
"2023-10-21 20:42:31","Tepuy Basics","Goleta","ubereats","74B02","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 20:41:42","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","77116","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 20:39:47","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","A12GK88G","Entregado","31,6","0","0","0","EUR"
"2023-10-21 20:39:47","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AEHBDBNZ","Entregado","13,5","0","0","0","EUR"
"2023-10-21 20:37:21","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AT1ZWUN1","Entregado","27,7","0","0","0","EUR"
"2023-10-21 20:36:40","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","B9A19","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 20:34:08","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","9B48D","Entregado","40,2","2,17","-16,3","0","EUR"
"2023-10-21 20:32:13","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","CE66B","Entregado","43,8","2,5","-16,3","0","EUR"
"2023-10-21 20:32:04","Tepuy Burger","Tepuy Burger - Benidorm","ubereats","A109D","Entregado","40,1","2,43","-13,4","0","EUR"
"2023-10-21 20:31:08","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","E4A6C","Entregado","68,6","3,28","-32,6","0","EUR"
"2023-10-21 20:26:47","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AF4CZEBW","Entregado","34,2","0","-1,54","0","EUR"
"2023-10-21 20:25:44","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","AQLP7LDT","Entregado","17,9","0","0","0","EUR"
"2023-10-21 20:25:26","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","E4A12","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 20:17:01","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AWPNTL19","Entregado","26,8","0","-5,36","0","EUR"
"2023-10-21 20:11:58","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","D5FD2","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 20:00:42","Tepuy Basics","Goleta","ubereats","F767C","Entregado","35,8","1,86","-15,3","0","EUR"
"2023-10-21 19:56:16","Tepuy Basics","Goleta","ubereats","089F0","Entregado","38,5","2,11","-15,3","0","EUR"
"2023-10-21 19:55:48","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AFA216J2","Entregado","45,5","0","-9,9","0","EUR"
"2023-10-21 19:44:47","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","911B4","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 19:44:40","Tepuy Basics","Goleta","ubereats","3BF45","Entregado","45","2,7","-15,3","0","EUR"
"2023-10-21 19:31:55","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","B72BC","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 19:11:35","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","4A5D8","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 18:54:51","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BEJVBXQA","Entregado","59,1","0","0","0","EUR"
"2023-10-21 18:41:03","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","20DB3","Entregado","37,8","1,96","-16,3","0","EUR"
"2023-10-21 18:37:29","Tepuy Basics","Goleta","glovo","ANEBF51K","Entregado","15","0","0","0","EUR"
"2023-10-21 17:24:45","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","4C86D","Entregado","37,9","1,97","-16,3","0","EUR"
"2023-10-21 17:17:57","Tepuy Burger","Tepuy Burger - Benidorm","ubereats","9D503","Entregado","30,5","1,55","-13,4","0","EUR"
"2023-10-21 16:54:10","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AWDNK4ZY","Entregado","79,5","0","-35,9","0","EUR"
"2023-10-21 16:22:47","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","8654B","Entregado","71,6","3,55","-32,6","0","EUR"
"2023-10-21 16:19:43","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","DB099","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 16:18:34","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","B19B1","Entregado","35,8","1,77","-16,3","0","EUR"
"2023-10-21 16:09:13","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","9F74D","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 16:04:18","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","A11BE","Entregado","34,6","1,67","-16,3","0","EUR"
"2023-10-21 16:03:47","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AD3WHQGR","Entregado","43,7","0","0","0","EUR"
"2023-10-21 15:37:36","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","C785F","Entregado","30,8","1,58","-13,4","0","EUR"
"2023-10-21 15:31:20","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","ASQXJ1ZG","Entregado","25","0","0","0","EUR"
"2023-10-21 15:28:25","Tepuy Burger","Tepuy Burger - Benidorm","glovo","B6DW21UX","Entregado","30,7","0","0","0","EUR"
"2023-10-21 15:25:24","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","2BC2D","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 15:23:54","Tepuy Basics","Goleta","glovo","AUJZ1AYN","Entregado","16,1","0","0","0","EUR"
"2023-10-21 15:23:46","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","43E17","Entregado","32,8","2,98","0","0","EUR"
"2023-10-21 15:23:08","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","27549","Entregado","37,7","1,95","-16,3","0","EUR"
"2023-10-21 15:22:20","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","9CCAE","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 15:20:04","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","5FE97","Entregado","88,8","4,42","-40,2","0","EUR"
"2023-10-21 15:04:04","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","FC04C","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 15:02:35","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","63372","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 15:02:20","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","46E6E","Entregado","40,6","2,3","-15,3","0","EUR"
"2023-10-21 15:00:05","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","glovo","AQMCGKNG","Entregado","27,2","0","0","0","EUR"
"2023-10-21 14:47:47","Tepuy Burger","Tepuy Burger - Benidorm","glovo","B85P6BKX","Entregado","14,4","0","0","0","EUR"
"2023-10-21 14:42:48","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","E6B02","Entregado","39,9","2,15","-16,3","0","EUR"
"2023-10-21 14:29:03","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","CBB23","Entregado","30,2","1,53","-13,4","0","EUR"
"2023-10-21 14:25:49","Tepuy Burger","Tepuy Burger - Benidorm","glovo","BEK4TLA1","Entregado","19,8","0","0","0","EUR"
"2023-10-21 14:24:54","Tepuy Basics","Goleta","ubereats","B81EF","Entregado","36,3","1,91","-15,3","0","EUR"
"2023-10-21 14:15:43","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","3254C","Entregado","68,4","3,26","-32,6","0","EUR"
"2023-10-21 14:08:39","Tepuy Basics","Umbrella SH - Calle Linares","glovo","AM1FSX1M","Entregado","22,8","0","-1,18","0","EUR"
"2023-10-21 14:06:28","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","39A53","Entregado","32,6","1,57","-15,3","0","EUR"
"2023-10-21 13:59:46","Tepuy Burger","Tepuy Burger - Calle Bazan","glovo","AHR4A1ML","Entregado","45,3","0","-4,84","0","EUR"
"2023-10-21 13:56:41","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","C93C7","Entregado","39,4","2,1","-16,3","0","EUR"
"2023-10-21 13:55:42","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","10452","Entregado","35,7","2,03","-13,4","0","EUR"
"2023-10-21 13:55:38","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","2791D","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 13:54:54","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","2BCB1","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 13:53:28","Tepuy Basics","Umbrella SH - Calle Linares","glovo","ATFQVD5J","Entregado","33,9","0","0","0","EUR"
"2023-10-21 13:48:35","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","ubereats","98AAF","Entregado","60,4","3,05","-26,8","0","EUR"
"2023-10-21 13:45:38","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","5ED54","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-21 13:40:13","Tepuy Basics","EMEA - SP - MAD - Tetuan","ubereats","3EE4E","Entregado","36","1,79","-16,3","0","EUR"
"2023-10-21 13:39:15","Tepuy Basics","Goleta","glovo","ADLY2PLW","Entregado","37,7","0","0","0","EUR"
"2023-10-21 13:34:30","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","glovo","AJRL9HDE","Entregado","25,1","0","0","0","EUR"
"2023-10-21 13:30:31","Tepuy Basics","Goleta","ubereats","F331B","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 13:05:58","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","ubereats","46943","Entregado","30,6","1,39","-15,3","0","EUR"
"2023-10-21 13:05:18","Tepuy Basics","Umbrella SH - Calle Linares","ubereats","B0A0A","Entregado","32,6","1,48","-16,3","0","EUR"
"2023-10-20 23:56:11","Tepuy Basics","EMEA - SP - MAD - Salamanca","ubereats","230FE","Entregado","34,6","1,67","-16,3","0","EUR"
